Name,Symbol,Mint,Decimals,LogoURI,Community Validated
MONARCA,MNCA,6cfzjBSA6KSgUCGDCSPetyDUnxRBG1G1wyE7dLxnL34m,6,https://gateway.pinata.cloud/ipfs/bafybeiflwivdygssbqyf3vwlzzyd4wixmonln3lp3zwwgyiy4jyiwgvpiu,false
